STATISTIC,STATISTIC_label,statistic,TLIST(A1),TLIST(A1)_label,year,C03171V03833,C03171V03833_label,area_of_residence,value
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2013,2013,2013,IE21,Dublin,Dublin,2.492303181
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2013,2013,2013,IE22,Mid-East,Mid-East,1.265968466
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2013,2013,2013,IE23,Mid-West,Mid-West,4.527447651
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2013,2013,2013,IE24,South-East,South-East,2.636691646
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2013,2013,2013,IE25,South-West,South-West,3.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,-,State,State,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,A,Leinster,Leinster,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,010,Carlow,Carlow,3.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,021,Dublin City,Dublin City,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,022,South Dublin,South Dublin,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,023,Fingal,Fingal,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,0.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,030,Kildare,Kildare,0.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,040,Kilkenny,Kilkenny,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,050,Laois,Laois,5.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,060,Longford,Longford,3.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,070,Louth,Louth,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,080,Meath,Meath,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,090,Offaly,Offaly,3.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,100,Westmeath,Westmeath,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,110,Wexford,Wexford,3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,120,Wicklow,Wicklow,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,B,Munster,Munster,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,130,Clare,Clare,6.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,141,Cork City,Cork City,1.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,142,Cork County,Cork County,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,150,Kerry,Kerry,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,161,Limerick City,Limerick City,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,162,Limerick County,Limerick County,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,171,North Tipperary,North Tipperary,5.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,172,South Tipperary,South Tipperary,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,181,Waterford City,Waterford City,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,182,Waterford County,Waterford County,1.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,C,Connacht,Connacht,3.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,191,Galway City,Galway City,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,192,Galway County,Galway County,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,200,Leitrim,Leitrim,2.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,210,Mayo,Mayo,4.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,220,Roscommon,Roscommon,5.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,230,Sligo,Sligo,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,D,Ulster (part of),Ulster (part of),2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,240,Cavan,Cavan,3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,250,Donegal,Donegal,2.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,260,Monaghan,Monaghan,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE11,Border,Border,2.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE12,Midland,Midland,2.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE13,West,West,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE21,Dublin,Dublin,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE22,Mid-East,Mid-East,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE23,Mid-West,Mid-West,4.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE24,South-East,South-East,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2014,2014,2014,IE25,South-West,South-West,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,-,State,State,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,A,Leinster,Leinster,2.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,010,Carlow,Carlow,3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,021,Dublin City,Dublin City,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,022,South Dublin,South Dublin,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,023,Fingal,Fingal,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,4.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,030,Kildare,Kildare,0.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,040,Kilkenny,Kilkenny,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,050,Laois,Laois,3.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,060,Longford,Longford,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,070,Louth,Louth,3.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,080,Meath,Meath,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,090,Offaly,Offaly,4.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,100,Westmeath,Westmeath,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,110,Wexford,Wexford,4.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,120,Wicklow,Wicklow,3.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,B,Munster,Munster,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,130,Clare,Clare,3.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,141,Cork City,Cork City,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,142,Cork County,Cork County,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,150,Kerry,Kerry,3.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,161,Limerick City,Limerick City,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,162,Limerick County,Limerick County,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,171,North Tipperary,North Tipperary,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,172,South Tipperary,South Tipperary,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,181,Waterford City,Waterford City,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,182,Waterford County,Waterford County,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,C,Connacht,Connacht,3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,191,Galway City,Galway City,1.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,192,Galway County,Galway County,4.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,200,Leitrim,Leitrim,4.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,210,Mayo,Mayo,3.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,220,Roscommon,Roscommon,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,230,Sligo,Sligo,5.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,D,Ulster (part of),Ulster (part of),3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,240,Cavan,Cavan,2.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,250,Donegal,Donegal,4.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,260,Monaghan,Monaghan,3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE11,Border,Border,3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE12,Midland,Midland,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE13,West,West,3.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE21,Dublin,Dublin,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE22,Mid-East,Mid-East,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE23,Mid-West,Mid-West,2.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE24,South-East,South-East,2.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2015,2015,2015,IE25,South-West,South-West,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,-,State,State,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,A,Leinster,Leinster,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,010,Carlow,Carlow,4.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,021,Dublin City,Dublin City,2.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,022,South Dublin,South Dublin,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,023,Fingal,Fingal,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,030,Kildare,Kildare,1.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,040,Kilkenny,Kilkenny,2.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,050,Laois,Laois,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,060,Longford,Longford,3.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,070,Louth,Louth,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,080,Meath,Meath,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,090,Offaly,Offaly,4.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,100,Westmeath,Westmeath,4.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,110,Wexford,Wexford,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,120,Wicklow,Wicklow,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,B,Munster,Munster,1.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,130,Clare,Clare,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,141,Cork City,Cork City,1.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,142,Cork County,Cork County,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,150,Kerry,Kerry,1.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,161,Limerick City,Limerick City,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,162,Limerick County,Limerick County,2.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,171,North Tipperary,North Tipperary,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,172,South Tipperary,South Tipperary,4.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,181,Waterford City,Waterford City,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,182,Waterford County,Waterford County,5.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,C,Connacht,Connacht,2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,191,Galway City,Galway City,2.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,192,Galway County,Galway County,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,200,Leitrim,Leitrim,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,210,Mayo,Mayo,4.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,220,Roscommon,Roscommon,5.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,230,Sligo,Sligo,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,D,Ulster (part of),Ulster (part of),2.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,240,Cavan,Cavan,1.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,250,Donegal,Donegal,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,260,Monaghan,Monaghan,3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE11,Border,Border,1.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE12,Midland,Midland,3.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE13,West,West,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE21,Dublin,Dublin,2.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE22,Mid-East,Mid-East,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE23,Mid-West,Mid-West,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE24,South-East,South-East,3.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2016,2016,2016,IE25,South-West,South-West,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,-,State,State,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,A,Leinster,Leinster,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,010,Carlow,Carlow,2.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,021,Dublin City,Dublin City,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,022,South Dublin,South Dublin,3.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,023,Fingal,Fingal,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,1.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,030,Kildare,Kildare,2.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,040,Kilkenny,Kilkenny,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,050,Laois,Laois,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,060,Longford,Longford,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,070,Louth,Louth,4.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,080,Meath,Meath,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,090,Offaly,Offaly,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,100,Westmeath,Westmeath,0.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,110,Wexford,Wexford,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,120,Wicklow,Wicklow,5.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,B,Munster,Munster,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,130,Clare,Clare,1.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,141,Cork City,Cork City,1.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,142,Cork County,Cork County,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,150,Kerry,Kerry,3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,161,Limerick City,Limerick City,3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,162,Limerick County,Limerick County,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,171,North Tipperary,North Tipperary,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,172,South Tipperary,South Tipperary,4.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,181,Waterford City,Waterford City,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,182,Waterford County,Waterford County,3.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,C,Connacht,Connacht,1.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,191,Galway City,Galway City,2.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,192,Galway County,Galway County,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,200,Leitrim,Leitrim,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,210,Mayo,Mayo,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,220,Roscommon,Roscommon,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,230,Sligo,Sligo,4.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,D,Ulster (part of),Ulster (part of),3.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,240,Cavan,Cavan,2.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,250,Donegal,Donegal,5.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,260,Monaghan,Monaghan,1.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE11,Border,Border,3.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE12,Midland,Midland,1.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE13,West,West,1.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE21,Dublin,Dublin,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE22,Mid-East,Mid-East,2.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE23,Mid-West,Mid-West,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE24,South-East,South-East,3.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2017,2017,2017,IE25,South-West,South-West,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,-,State,State,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,A,Leinster,Leinster,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,010,Carlow,Carlow,1.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,021,Dublin City,Dublin City,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,022,South Dublin,South Dublin,1.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,023,Fingal,Fingal,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,024,Dun Laoghaire-Rathdown,Dun Laoghaire-Rathdown,1.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,030,Kildare,Kildare,2.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,040,Kilkenny,Kilkenny,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,050,Laois,Laois,0.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,060,Longford,Longford,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,070,Louth,Louth,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,080,Meath,Meath,4.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,090,Offaly,Offaly,4.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,100,Westmeath,Westmeath,2.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,110,Wexford,Wexford,4.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,120,Wicklow,Wicklow,1.8
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,B,Munster,Munster,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,130,Clare,Clare,4.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,141,Cork City,Cork City,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,142,Cork County,Cork County,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,150,Kerry,Kerry,3.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,161,Limerick City,Limerick City,6.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,162,Limerick County,Limerick County,1.7
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,170,Tipperary,Tipperary,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,181,Waterford City,Waterford City,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,182,Waterford County,Waterford County,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,C,Connacht,Connacht,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,191,Galway City,Galway City,0.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,192,Galway County,Galway County,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,200,Leitrim,Leitrim,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,210,Mayo,Mayo,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,220,Roscommon,Roscommon,4.2
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,230,Sligo,Sligo,1.3
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,D,Ulster (part of),Ulster (part of),1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,240,Cavan,Cavan,2.9
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,250,Donegal,Donegal,0.5
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,260,Monaghan,Monaghan,2.4
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,IE11,Border,Border,1.6
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,IE12,Midland,Midland,2.1
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,IE13,West,West,2.0
VSA94C04,Neonatal Mortality Rate,Neonatal Mortality Rate,2018,2018,2018,IE21,Dublin,Dublin,1.9
